i,tweet,countnoun,countverb,countadj,countadp,countadv,countnum,countaux,countconj,countdet,countintj,countpart,countpron,countpropn,countpunct,countsconj,countx,sentiment_polarity
3794,pm modi addresses rallies mau chandauli mirzapur uttar pradesh via namo app,7,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0
3795,modi promised better days bridges indias voters still waiting,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5
3796,reema_sahanii ikamalhaasan blame hindus ghar ghar balasahab paida hoga ghar ghar modi paida hoga ghar ghar amit paida hoga ghar ghar savarkar paida hoga bharat ko jodke brihad aryravat parshiya se kambodia sanatan dharma hoga e divine mahakalk,29,1,4,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0
3797,le consensus scientifique est maintenant clair crivent les jeunes verts jusqu prsent rien n indique que les cultures gntiquement modifies prsentent des inconvnients globaux par rapport aux races conventionnelles,19,4,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0.0
3798,murderofmerit narendramodi dev_fadnavis thesuniljain rajatsharmalive httweets timesnow ecisveep mymalishka rashtrapatibhvn,4,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
3799,bengalwithbjp hargharmodi amitshah,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3800,tehseenp pmoindia narendramodi nathu ram godsey patriot gandhi british agent,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3801,mathurapur narendramodi bjp4india bjp4bengal loksabhaelections2019 apnamodiaayega,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
3802,anyone even care muslims another nirbhay murder dehli quranic terrorism recurring sickuliar samaj ndtv akshayk85985965 ani hiranyareta ramana_brf rambhaktrasul dhume hmoindia narendramodi prasannasimha,11,3,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0
3803,bjp4india modioncemore,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3804,abkibaar300paar narendramodi amitshah bjp4jharkhand bjp4india,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3805,dorkstar schmmuck modi ji,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3806,narendramodi pmoindia,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3807,jitegamodijitegabharat sampitroda 1984huatohua 1984sikhgenocide __ ___ ___2019_,4,0,0,0,0,3,0,0,2,0,0,0,4,0,0,0,0.0
3808,kind posh whining pioneered plaintive white cricketers asking fair west indies deployed endless fast bowlers 2019 election civiliisation defining potential modis new clive lloyd win sin even merciless,10,5,9,0,3,1,0,0,0,0,0,0,0,0,0,0,0.17904040404040406
3809,narendramodi apnamodiaayega fhirekbaarmodisarkar,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3810,apnamodiaayega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3811,nda apnamodiaayega,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
3812,asked assets tnr gold confident strategic plan contend leveraged proxy hedge coming commodity bull market believe strongly management team people tnr gold live code honour commitment loyalty,15,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3565656565656566
3813,kunalkamra88 narendramodi special love canada bolo bharat mata ki jai,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4285714285714286
3814,pm narendra modi chandauli 8 seats 10 seats 20 22 seats 30 35 seats dreaming becoming prime minister country saying phir ek baar modi sarkar,10,3,4,2,0,6,0,0,0,0,0,0,0,0,0,0,0.45
3815,alberto con modi diversi non ascoltare modi di tish ovviamente e anche oggi alberto la tocca pianissimo,7,1,4,1,0,0,0,0,0,0,0,0,0,0,0,4,0.0
3816,mamata banerjee fight pm modi gets congress mayawatisupport,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3817,man gets martyred defending country terrorists insulted called anti national another man killed father nation branded true deshbhakt welcome modi new india,9,7,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2715909090909091
3818,bainjal bspassanha narendramodi opposition cant anything many issues need make non issue,7,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0.5
3819,phir se modi sarkar jai shree ram jai jai shree ram,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
3820,apnamodiaayega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3821,tish ha dei modi sbagliati si giordana ha dei modi sbagliati si vincenzo ha dei modi sbagliati si per sono talentuosi quindi io manderei tutti e tre finale anzi personalmente manderei finale tutti e 5 perch sono di una categoria stante amici18,23,3,5,2,0,1,0,0,0,5,0,0,0,0,0,3,0.0
3822,w bengal land intellectuals goons mamatadidijaishriram bengalburning apnamodiaayega,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
3823,puro bangal dolche modi modi bolche kolkata people gathered outside victoria memorial support pm narendramodi apnamodiaayega bengalwithbjp,9,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3824,dont forgive bjp destroying babri masjid amp poisoning polity man presided 2002 riots became hindu hriday samrat modi amp shah yogi amp pragya toxic progression,12,6,4,1,1,1,0,0,0,1,0,0,0,0,0,0,-0.2
3825,despite pawar heaped praise project letter pm modi claimed faults ngt order arguments pawar letter found way letter real estate lobby group credai wrote moefcc secretary 6 months later 5 n,19,3,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0.1
3826,two got paid big bucks amp yet modi victim bad press according,3,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.2583333333333333
3827,man kicked 24 may chief election commissioner india shameless man part responsible modi shah killing democracy true ghatbandan partner modi shah,12,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0.275
3828,1stly oxfordwords u tagged send official claim confirmation 2ndly pun intended tweet lastly please note official website modilies ur claim invalid,7,6,3,1,2,0,0,0,0,1,0,0,0,1,0,0,0.0
3829,deshkedilmeimodi loksabhaelections2019 biharrejktedlaluandson,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3830,mp lad bjp4bengal narendramodi amitshah kailashonline menonarvindbjp namoagain phirekbaarmodisarkar mainbhichowkidar modihaitohmumkinhai,6,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
3831,modi ji bjp grave mistake giving seat pragya thakur abishaap bjp,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3832,want see former prime minister dr manmohan singh gets bharat ratna future bjp4india incindia rahulgandhi narendramodi manmohansingh loksabhaelections2019,6,4,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0
3833,loksabhaelections2019 varanasi ra_thore narendramodi bjp4up,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0
3834,modi ji iski smile pe mat jao abhi thuk ke aaya hai didi se,7,1,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0.3
3835,one vituperative attack another pm modi jittery opposition showing signs nervousness,6,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0
3836,isro modihaitomumkinhai missiles missileexport indianspacescience paanchsaalbemisaal,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3837,iyervval smritiirani accepting modi feku,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3838,galtier il aura 2 3 peut tre 4 dparts l ossature et les postes cls de l effectif ne seront pas modifis,11,0,2,2,0,3,0,0,0,0,0,0,0,0,0,4,0.0
3839,svaradarajan mkvenu1 thewire_in way time mamta got duo shah amp modi befitting match,9,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
3840,snikhil_social tajinderbagga ishashishekhar vinodchavdabjp sureshnakhua aybps anujg anuraag_saxena anupamkpandey originalanmol saagar_anand anil_baluni anirbanganguly amritabhinder modibharosa apnamodiaayega,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3841,un please declare bjp4india rssorg terrorist organizations also please treat narendramodi h,4,3,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0.0
3842,pmnarendramodi tcm cctv pmmodiinmathurapur mamatabanerjee loksabhaelections2019 2019,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0
3843,fii sold 950 crore cash market today total 10k cr last 10 sessions matlab ab jaate jaate bhi modi ji ko,16,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0
3844,pmmodis minute minute varanasi programme posted facebook man arrested btw anupamkpandey blessed followed,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3845,ok commodity,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5
3846,aayega toh modi hi slogan heard people top 5 quotes pms interview via na,7,1,1,2,0,1,0,0,1,1,0,0,0,0,0,0,0.5
3847,electioncommission narenedramodi congress,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3848,pmmodi electionswithtimes realnews eisamay,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3849,manojtiwarimp rajksinghindia apnamodiaayega,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3850,gayane71254170 gopika_madhav zozoashish3 ashish30sharma ashishasmodi sanai_ouda ali20016khlood rangrasiya_rm khejdif ashishbero ashishasmodi_fc ashishsharmalo2 the_king_sharma ashishrussiafc ashishindonesia fansashishi teekkr ederim gayen,11,0,4,0,1,0,0,0,0,0,0,0,3,0,0,0,0.0
3851,vote_for_modi aayega_to_modi_hi,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0
3852,modi ji denying truth doesnt change facts sabsebadajhootamodi rahuldilayegabehtarindia feku fekugiri,8,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
3853,ask modi govts performance last five years hereis response,3,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
3854,apnamodiaayega savebengalsavedemocracy narendramodi,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3855,heres 5th generation 1857 mutiny soldier mangal pandeys family lives uttar pradeshs ballia shares take pm narendramodi bjp4india 1 bjp nationalistic credentials 2 worked bijli roads infra well respect soldiers freedom fighters,18,5,4,0,1,3,0,0,0,0,0,0,0,0,0,1,0.0
3856,1 1 phirekbaarmodisarkar aayegatohmodihi,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0
3857,shubhrastha umarkhalidjnu troll taxpayer also demand putting pm modi textile minister smriti iranis degrees online entire hand hindu terrorists particular types names prefix chowkidarchorhai would descend protect,16,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08333333333333333
3858,rt narendramodi dum dum determined reject corrupt criminalised tmc people,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.5
3859,jitegamodijitegabharat nathuramgodse dont forget tyranny mamta banerjee sadhviglorifiesgodse,4,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0
3860,rahulgandhi amp family demeans pm modi hide behind love tweets wah,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.04999999999999999
3861,bjp narendra modi declares rebuild bidyashagor statue kolkata outsider gutkha goons bjp desecrated adani ambani powered dhokla mafia thinks everything sale amp pay blood money assaulting bengal bidyashagor sale,19,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3862,apnamodiaayega apnamodiaayega via namo app,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3863,ani modi ka hogaya tai tai fisssshhh,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3864,apnamodiayega nm live dum dum publc rally nm institution concept rare visionary real leader man conviction,8,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0.21212121212121213
3865,mob lynching narendramodi delhipolice dhruvtyagi dhruvvikram,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3866,16 2014 23 2019 narendramodi apnamodiaayega,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.0
3867,sagarikaghose narendramodi hows punch,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
3868,party narendramodi gave ticket malogaon terror accused pragyasunghthakur cannot say personal view killer mahatma gandhi terrorist nathuram godse deshbhakt view modi also fakes respect mahatma fake,17,4,3,0,2,0,1,0,0,0,0,0,0,0,0,0,-0.25
3869,los resultados de los ensayos para ganarle la partida maduro solo han ratificado la mediana de quienes trazan las estrategias en caracas la frustracin de trump con venezuela ac nota sobre la incomodidad de usa con una lite poltica adolescente,17,2,3,1,0,0,0,0,2,0,0,0,0,0,0,15,0.0
3870,narendramodi better rt aiyar like lalu,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.5
3871,_ justiceforvishnugoswami narendramodi amitshah,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
3872,tjs denuncia que auto supremo fue modificado para liberar pedro montenegro radio fides,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
3873,rahulgandhi screenshot showed new word modilie defined constantly modify truth narendramodi loksabhaelections2019,6,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.06818181818181818
3874,apnamodiaayega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3875,deshmodikesaath,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3876,teresedau1 laborfail billshortenmp bowenchris carbon turn product commodity helps traders corporations earn billions dollars trading credits last year global carbon credit trading estimated 10 billion indi,18,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0
3877,pragyathakur narendramodi amitshah,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3878,2 3 apnamodiaayega,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0
3879,narendramodi sushmaswaraj zeenews aap apni relay news par iss insensitive mat bane aap isa apne relay b,12,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
3880,pm modi addresses public meeting dum dum west bengal dial 9345014501 listen live apnamodiaayega,5,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0.06818181818181818
3881,narendramodi glorify godse indians fools pm gut condemn statement made pragya,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
3882,con modi diversi non con modi di tish ovviamente alberto ne sai qualcosa vero amici18,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0
3883,15 may narendramodi bjp4delhi amitmalviya,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0
3884,nagpurkarajini simplyjaya1 dare speak paymaster us narendramodi symbol pride honour distinction,8,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
3885,oxfordwords rahulgandhi shame rahulgandhi liar said want defame narendramodi image,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
3886,urgentes soluciones estratgicas para 1 conseguir gobernabilidad 2 reformar la administracin de justicia 3 modificar la jep para que est al servicio de las farc 4 salvar extradicin fumigacin con glifosato como instrumentos indispensables contra el narcotrfico,15,6,2,0,1,4,0,0,1,1,0,0,2,0,0,5,0.0
3887,narendramodi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
3888,criminal orgs encouraging many families make journey us smugglers look migrants valuable commodity families told dangerous journey smugglers concern making money w jimsciutto cnnnewsroom,13,5,4,0,0,0,0,0,1,0,0,1,0,0,0,0,-0.16666666666666666
3889,ballia election battle santosh kumar pandey amp prabhu nath pandey fifth generation descendants 1857 revolt hero mangal pandey hanged british vow stand bjp lets propel bjp power absolute majority modihaitomumkinhai jai hind,21,4,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0.1
3890,pm narendramodi best mocks congress conceding defeat support opposition pm candidate,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3891,reuters insight modi hindu hardliners turn indian theatre battleground,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3892,prime minister modi mathurapur west bengal didi resorted threats today morning received threat sent jail yesterday saw media didi threatened take bjp office also threatening take homes bjp workers,16,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.1
3893,zakir naik challenges modi debate hinduism week via youtube,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3894,jaishankargupta modiji shahji toh endorse kerte h unko,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
3895,modilies,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3896,many think mosques built secular india mughal invaders destroying hindu placesofworship original temples need destroyed live hindustan right islamistan live slave lets hear loudly deshbhakts vote4modi,11,6,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0.19049165120593692
3897,avatar great chyren messiah liberator descended earth identify take refuge cmohry pmoindia bjp4india narendramodi zeenews aajtak ndtv abpnewstv ddnewslive bbcbreaking bbc metrotvtoday,14,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8
3898,narendramodi 19,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
3899,intento de lenguaje jurdico sobre caso leyderemuneraciones se necesitan 8 votos para eliminarla la ley cambi hace poco la que se demand tena otra redaccin 3 ministros dijeron que tiene caso analizar una ley modificada si 1 ms dice lo mismo habr 8 votos,22,4,5,0,2,4,0,0,1,1,0,0,1,0,0,4,0.0
3900,makrandparanspe aparanjape abhinavagarwal narendramodi amritabhinder amitshah anirbanganguly shantanug_,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
3901,may need minor modification first amendment,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
3902,56 modibhagaodeshbachao mamatabanerjee rt,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
3903,introducing latest changes updates modifications darex article touch plans milestones timelines amp upcoming developments learn stay tuned updates darico news announcement,13,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
3904,media seems upset people like tulsigabbard narendramodi leaders connect people seal approval may explain blatant attacks recent times like biased time article,9,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,-0.25
3905,bjp4bengal narendramodi amitshah kailashonline menonarvindbjp namoagain phirekbaarmodisarkar mainbhichowkidar modihaitohmumkinhai,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3906,apnamodiaayega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3907,self obsessed modi indulges theatrics captain amarindersingh,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5
3908,metrofmsa thomasmsengana pearlmodiadie djpruluv type fooling around cheating drinking buddy flirting,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3909,prime minister narendramodi says government strengthening logistic support benefit carpet exporters file photo,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3910,pm narendra modi addresses rally dum dum west bengal may23withtimesnow,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3911,narendramodi apnamodiaayega,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3912,metrofmsa thomasmsengana pearlmodiadie djpruluv cheating certain leave simple time games,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10714285714285714
3913,pm narendra modi dum dum west bengal didi aapko pm pad ke sapne dekhne ki poori azaadi hai lekin humare suraks,10,3,3,2,0,0,0,0,0,0,0,0,0,0,0,3,0.0
3914,apnamodiaayega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3915,apuntes_ elcarpo ya sali en bora la modificacin de la bandera representa la figura de nuestro presidente ingeniero mauricio macri la banda central blanca representa su espritu puro las celestes el color de sus ojos de cielo difano el sol en el cen,19,3,5,2,0,0,0,0,2,1,0,1,0,0,0,11,0.0
3916,indiawantsmodiagain,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3917,arnabonmay23 bengal lead bjp win 300 seats pm narendra modi dum dum west bengal tune watch live,8,3,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0.4681818181818182
3918,ani one goal protecting indias institutions defeating mr modi bjp elections im,4,4,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0.0
3919,apnamodiaayega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3920,hahhaa pappu failed modilie also got slapped oxford vadri stuck fools congis dont know coin words even lol,9,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.15000000000000002
3921,rt narendramodi dum dum determined reject corrupt criminalised tmc people bjp watch,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.5
3922,narendramodi defended giving bjp ticket hindu terrorist believes represents india,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
3923,raj_sri modified_sher sweetu0901 darkmatter1008 sonaman suniljha899 dixit_511 sadhanadubey20 sahilvikas33 badepapapart2 dear_poojab jaipkssingh tanhadil1981 bluee_bl00d _,9,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0
3924,capt_amarinder rahulgandhi incindia narendramodi lie ur face saying u scared fall time,8,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3925,tmc apnamodiaayega,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3926,agendalegislativahcd 11 00 horas la dip kattyagonzalez9 pen central encabezar la reunin de la primera mesa de trabajo interinstitucional sobre la modificacin de la ley 1136 97 de adopciones lugar saln vip de la honorable cmara de diputados,11,1,4,1,1,3,0,0,1,0,0,0,0,2,0,14,0.0
3927,jajajajjajaja como van ir conquistando corazones si son de extras la comodidad que muestran en el extranjero es tan rica de ver btsonlssc bts_twt,10,1,1,1,0,0,0,0,0,2,0,0,0,1,0,7,0.0
3928,oxford dictionary calls rahul gandhi sharing fake english word attack pm modi,5,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.25
3929,deshbolemodiphirse,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3930,sagarikaghose narendramodi addition,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3931,terrorists amp terrorism supporters kind people modi trying put parliament pragyasinghthakur embodiment contagious disease spread across country modi rule spreads india becomes weaker bjpsupportsterrorists,13,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6
3932,prime minister narendramodi gives befitting reply mamta banerjee rally bengal brave tough,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20555555555555557
3933,habitual lier rahulgandhi everytime lies gets busted whether rafale anything thank oxfordwords showing mirror rahul gandhi tried make fun honourable pm shri narendramodi ji slap apnamodiaayega,11,8,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0.3
3934,myogiadityanath _74 phirekbaarmodisarkar whole country made mind elect pm narendra modi pm dirty politics yadavakhilesh mayawati incindia shall work,11,5,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0.13333333333333333
3935,arson attack amit shah massive roadshow kolkata akin organised terrorism political terrorism bengal lawless amp president rule long overdue hoping right modi takes oath dissolve mamata govt amp straighten goons,15,3,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0.05892857142857143
